filled_zip,ZIP,total,me_total,vita_eligible,vita_per_capita,id,City,State,County,Org ID,United Way,#e-filed returns,filled_zip
12831,12831,6169.0,314.0,2146.0,0.3478683741287081,8600000US12831,Gansevoort,NY,Saratoga,34540F,United Way of the Greater Capital Region,32.0,12831
12832,12832,2761.0,235.0,1767.0,0.6399855124954726,8600000US12832,Granville,NY,Washington,34205F,"Tri-County United Way, Inc.",5.0,12832
12833,12833,1639.0,191.0,665.0,0.4057352043929225,8600000US12833,Greenfield Center,NY,Saratoga,34540F,United Way of the Greater Capital Region,3.0,12833
12834,12834,2589.0,182.0,1053.0,0.406720741599073,8600000US12834,Greenwich,NY,Washington,34205F,"Tri-County United Way, Inc.",6.0,12834
12835,12835,1110.0,80.0,571.0,0.5144144144144144,8600000US12835,Hadley,NY,Saratoga,34205F,"Tri-County United Way, Inc.",1.0,12835
12838,12838,262.0,50.0,105.0,0.4007633587786259,8600000US12838,Hartford,NY,Washington,34205F,"Tri-County United Way, Inc.",1.0,12838
12839,12839,5285.0,301.0,3000.0,0.5676442762535477,8600000US12839,Hudson Falls,NY,Washington,34205F,"Tri-County United Way, Inc.",64.0,12839
12842,12842,267.0,65.0,154.0,0.5767790262172284,8600000US12842,Indian Lake,NY,Hamilton,34205F,"Tri-County United Way, Inc.",2.0,12842
12845,12845,1960.0,176.0,915.0,0.4668367346938775,8600000US12845,Lake George,NY,Warren,34205F,"Tri-County United Way, Inc.",13.0,12845
12846,12846,1483.0,142.0,752.0,0.50708024275118,8600000US12846,Lake Luzerne,NY,Warren,34205F,"Tri-County United Way, Inc.",5.0,12846
12850,12850,1121.0,149.0,359.0,0.320249776984835,8600000US12850,Middle Grove,NY,Saratoga,34540F,United Way of the Greater Capital Region,1.0,12850
12863,12863,263.0,58.0,70.0,0.2661596958174905,8600000US12863,Rock City Falls,NY,Saratoga,34540F,United Way of the Greater Capital Region,1.0,12863
12865,12865,1437.0,99.0,750.0,0.5219206680584552,8600000US12865,Salem,NY,Washington,34205F,"Tri-County United Way, Inc.",3.0,12865
12866,12866,17628.0,491.0,6237.0,0.3538121170864534,8600000US12866,Saratoga Springs,NY,Saratoga,34540F,United Way of the Greater Capital Region,20.0,12866
12870,12870,755.0,120.0,441.0,0.5841059602649007,8600000US12870,Schroon Lake,NY,Essex,34205F,"Tri-County United Way, Inc.",1.0,12870
12871,12871,1728.0,131.0,761.0,0.4403935185185185,8600000US12871,Schuylerville,NY,Saratoga,34540F,United Way of the Greater Capital Region,3.0,12871
12873,12873,363.0,65.0,154.0,0.4242424242424242,8600000US12873,Shushan,NY,Washington,34205F,"Tri-County United Way, Inc.",2.0,12873
12883,12883,2152.0,184.0,1293.0,0.6008364312267658,8600000US12883,Ticonderoga,NY,Essex,34460F,"United Way of the Adirondack Region, Inc.",4.0,12883
12885,12885,1939.0,153.0,1112.0,0.5734914904589995,8600000US12885,Warrensburg,NY,Warren,34205F,"Tri-County United Way, Inc.",5.0,12885
12887,12887,1776.0,269.0,886.0,0.4988738738738739,8600000US12887,Whitehall,NY,Washington,34205F,"Tri-County United Way, Inc.",2.0,12887
12901,12901,13257.0,447.0,7682.0,0.5794674511578789,8600000US12901,Plattsburgh,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",26.0,12901
12903,12903,697.0,87.0,267.0,0.3830703012912482,8600000US12903,Plattsburgh,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",1.0,12903
12912,12912,890.0,113.0,473.0,0.5314606741573034,8600000US12912,Au Sable Forks,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",4.0,12912
12914,12914,349.0,63.0,199.0,0.5702005730659025,8600000US12914,Bombay,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",1.0,12914
12916,12916,895.0,140.0,447.0,0.4994413407821229,8600000US12916,Brushton,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",2.0,12916
12917,12917,532.0,70.0,268.0,0.5037593984962406,8600000US12917,Burke,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",1.0,12917
12918,12918,896.0,122.0,388.0,0.4330357142857143,8600000US12918,Cadyville,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",3.0,12918
12919,12919,1134.0,112.0,653.0,0.5758377425044092,8600000US12919,Champlain,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",6.0,12919
12920,12920,976.0,98.0,532.0,0.5450819672131147,8600000US12920,Chateaugay,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",1.0,12920
12921,12921,986.0,112.0,377.0,0.3823529411764705,8600000US12921,Chazy,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",6.0,12921
12923,12923,243.0,35.0,126.0,0.5185185185185185,8600000US12923,Churubusco,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",2.0,12923
12926,12926,978.0,111.0,573.0,0.5858895705521472,8600000US12926,Constable,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",2.0,12926
12928,12928,832.0,74.0,410.0,0.4927884615384615,8600000US12928,Crown Point,NY,Essex,34460F,"United Way of the Adirondack Region, Inc.",2.0,12928
12930,12930,279.0,35.0,121.0,0.4336917562724014,8600000US12930,Dickinson Center,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",2.0,12930
12932,12932,509.0,85.0,252.0,0.4950884086444008,8600000US12932,Elizabethtown,NY,Essex,34460F,"United Way of the Adirondack Region, Inc.",1.0,12932
12939,12939,97.0,39.0,60.0,0.6185567010309279,8600000US12939,Gabriels,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",1.0,12939
12941,12941,527.0,76.0,198.0,0.3757115749525617,8600000US12941,Jay,NY,Essex,34460F,"United Way of the Adirondack Region, Inc.",2.0,12941
12942,12942,392.0,88.0,156.0,0.3979591836734694,8600000US12942,Keene,NY,Essex,34460F,"United Way of the Adirondack Region, Inc.",1.0,12942
12944,12944,1670.0,132.0,918.0,0.5497005988023952,8600000US12944,Keeseville,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",2.0,12944
12945,12945,202.0,63.0,105.0,0.5198019801980198,8600000US12945,Lake Clear,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",1.0,12945
12946,12946,1761.0,175.0,874.0,0.4963089153889835,8600000US12946,Lake Placid,NY,Essex,34460F,"United Way of the Adirondack Region, Inc.",2.0,12946
12952,12952,129.0,70.0,65.0,0.5038759689922481,8600000US12952,Lyon Mountain,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",1.0,12952
12953,12953,4727.0,269.0,2817.0,0.5959382272054157,8600000US12953,Malone,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",12.0,12953
12957,12957,682.0,117.0,486.0,0.7126099706744868,8600000US12957,Moira,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",1.0,12957
12958,12958,851.0,148.0,457.0,0.5370152761457109,8600000US12958,Mooers,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",2.0,12958
12959,12959,619.0,124.0,416.0,0.6720516962843296,8600000US12959,Mooers Forks,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",3.0,12959
12960,12960,333.0,126.0,153.0,0.4594594594594595,8600000US12960,Moriah,NY,Essex,34460F,"United Way of the Adirondack Region, Inc.",2.0,12960
12962,12962,2236.0,226.0,926.0,0.4141323792486583,8600000US12962,Morrisonville,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",3.0,12962
12966,12966,1132.0,133.0,684.0,0.6042402826855123,8600000US12966,North Bangor,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",2.0,12966
12972,12972,2285.0,246.0,958.0,0.4192560175054705,8600000US12972,Peru,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",3.0,12972
12974,12974,681.0,154.0,376.0,0.5521292217327459,8600000US12974,Port Henry,NY,Essex,34460F,"United Way of the Adirondack Region, Inc.",1.0,12974
12979,12979,1121.0,137.0,583.0,0.52007136485281,8600000US12979,Rouses Point,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",6.0,12979
12981,12981,1078.0,160.0,547.0,0.5074211502782932,8600000US12981,Saranac,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",3.0,12981
12983,12983,3348.0,232.0,1886.0,0.5633213859020311,8600000US12983,Saranac Lake,NY,Franklin,34460F,"United Way of the Adirondack Region, Inc.",1.0,12983
12985,12985,506.0,150.0,295.0,0.5830039525691699,8600000US12985,Schuyler Falls,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",2.0,12985
12992,12992,1739.0,211.0,794.0,0.4565842438182864,8600000US12992,West Chazy,NY,Clinton,34460F,"United Way of the Adirondack Region, Inc.",7.0,12992
12993,12993,711.0,88.0,416.0,0.5850914205344585,8600000US12993,Westport,NY,Essex,34460F,"United Way of the Adirondack Region, Inc.",2.0,12993
12997,12997,513.0,74.0,244.0,0.4756335282651072,8600000US12997,Wilmington,NY,Essex,34460F,"United Way of the Adirondack Region, Inc.",1.0,12997
13021,13021,16708.0,398.0,9091.0,0.5441106056978693,8600000US13021,Auburn,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",75.0,13021
13026,13026,582.0,56.0,240.0,0.4123711340206185,8600000US13026,Aurora,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",3.0,13026
13027,13027,13911.0,437.0,5270.0,0.3788368916684638,8600000US13027,Baldwinsville,NY,Onondaga,34585U,"United Way of Central New York, Inc.",23.0,13027
13028,13028,486.0,119.0,234.0,0.4814814814814814,8600000US13028,Bernhards Bay,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",1.0,13028
13029,13029,2774.0,173.0,1142.0,0.4116798846431146,8600000US13029,Brewerton,NY,Onondaga,34585U,"United Way of Central New York, Inc.",2.0,13029
13030,13030,1435.0,178.0,620.0,0.4320557491289198,8600000US13030,Bridgeport,NY,Madison,34585U,"United Way of Central New York, Inc.",1.0,13030
13031,13031,6103.0,262.0,2254.0,0.3693265607078486,8600000US13031,Camillus,NY,Onondaga,34585U,"United Way of Central New York, Inc.",6.0,13031
13032,13032,4638.0,271.0,2388.0,0.5148771021992238,8600000US13032,Canastota,NY,Madison,34410F,"United Way of Greater Oneida, Inc.",8.0,13032
13033,13033,1382.0,115.0,628.0,0.4544138929088278,8600000US13033,Cato,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",3.0,13033
13034,13034,810.0,83.0,307.0,0.3790123456790123,8600000US13034,Cayuga,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",3.0,13034
13035,13035,2980.0,187.0,1178.0,0.3953020134228188,8600000US13035,Cazenovia,NY,Madison,34585U,"United Way of Central New York, Inc.",1.0,13035
13036,13036,3739.0,234.0,1891.0,0.5057502005883926,8600000US13036,Central Square,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",2.0,13036
13037,13037,3562.0,235.0,1365.0,0.3832116788321167,8600000US13037,Chittenango,NY,Madison,34585U,"United Way of Central New York, Inc.",6.0,13037
13039,13039,6609.0,223.0,1988.0,0.3008019367529126,8600000US13039,Cicero,NY,Onondaga,34585U,"United Way of Central New York, Inc.",11.0,13039
13040,13040,980.0,78.0,522.0,0.5326530612244897,8600000US13040,Cincinnatus,NY,Cortland,34135F,"United Way for Cortland County, Inc.",2.0,13040
13041,13041,4333.0,163.0,1414.0,0.3263327948303716,8600000US13041,Clay,NY,Onondaga,34585U,"United Way of Central New York, Inc.",6.0,13041
13042,13042,894.0,163.0,417.0,0.4664429530201342,8600000US13042,Cleveland,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",1.0,13042
13044,13044,1093.0,155.0,477.0,0.4364135407136322,8600000US13044,Constantia,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",2.0,13044
13045,13045,10495.0,351.0,5798.0,0.5524535493091949,8600000US13045,Cortland,NY,Cortland,34135F,"United Way for Cortland County, Inc.",37.0,13045
13052,13052,571.0,52.0,314.0,0.5499124343257443,8600000US13052,De Ruyter,NY,Madison,34135F,"United Way for Cortland County, Inc.",4.0,13052
13053,13053,1821.0,117.0,849.0,0.4662273476112026,8600000US13053,Dryden,NY,Tompkins,34255U,United Way of Tompkins County,8.0,13053
13057,13057,6121.0,238.0,2856.0,0.4665904264009148,8600000US13057,East Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",10.0,13057
13060,13060,1207.0,162.0,648.0,0.5368682684341343,8600000US13060,Elbridge,NY,Onondaga,34585U,"United Way of Central New York, Inc.",1.0,13060
13064,13064,80.0,45.0,35.0,0.4375,8600000US13064,Fair Haven,NY,Oswego,34045F,"United Way of Cayuga County, Inc.",4.0,13064
13066,13066,5159.0,210.0,1488.0,0.2884279899205272,8600000US13066,Fayetteville,NY,Onondaga,34585U,"United Way of Central New York, Inc.",8.0,13066
13068,13068,2179.0,210.0,918.0,0.4212941716383662,8600000US13068,Freeville,NY,Tompkins,34255U,United Way of Tompkins County,6.0,13068
13069,13069,9348.0,305.0,5425.0,0.5803380402225075,8600000US13069,Fulton,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",19.0,13069
13071,13071,365.0,43.0,148.0,0.4054794520547945,8600000US13071,Genoa,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",1.0,13071
13073,13073,2621.0,181.0,1297.0,0.4948492941625333,8600000US13073,Groton,NY,Tompkins,34255U,United Way of Tompkins County,7.0,13073
13076,13076,897.0,118.0,449.0,0.5005574136008919,8600000US13076,Hastings,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",1.0,13076
13077,13077,2721.0,171.0,1254.0,0.4608599779492833,8600000US13077,Homer,NY,Cortland,34135F,"United Way for Cortland County, Inc.",11.0,13077
13078,13078,3884.0,220.0,1055.0,0.2716271884654995,8600000US13078,Jamesville,NY,Onondaga,34585U,"United Way of Central New York, Inc.",4.0,13078
13080,13080,1277.0,132.0,653.0,0.5113547376664056,8600000US13080,Jordan,NY,Onondaga,34585U,"United Way of Central New York, Inc.",1.0,13080
13081,13081,438.0,57.0,124.0,0.2831050228310502,8600000US13081,King Ferry,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",2.0,13081
13082,13082,1685.0,176.0,650.0,0.3857566765578635,8600000US13082,Kirkville,NY,Madison,34585U,"United Way of Central New York, Inc.",4.0,13082
13084,13084,1576.0,195.0,683.0,0.4333756345177665,8600000US13084,La Fayette,NY,Onondaga,34585U,"United Way of Central New York, Inc.",1.0,13084
13088,13088,10151.0,311.0,5016.0,0.4941385085213279,8600000US13088,Liverpool,NY,Onondaga,34585U,"United Way of Central New York, Inc.",23.0,13088
13090,13090,12184.0,246.0,4656.0,0.3821405121470781,8600000US13090,Liverpool,NY,Onondaga,34585U,"United Way of Central New York, Inc.",7.0,13090
13092,13092,1036.0,91.0,485.0,0.4681467181467181,8600000US13092,Locke,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",8.0,13092
13101,13101,890.0,96.0,464.0,0.5213483146067416,8600000US13101,McGraw,NY,Cortland,34135F,"United Way for Cortland County, Inc.",3.0,13101
13104,13104,6101.0,281.0,1947.0,0.319128011801344,8600000US13104,Manlius,NY,Onondaga,34585U,"United Way of Central New York, Inc.",9.0,13104
13108,13108,2472.0,120.0,939.0,0.3798543689320388,8600000US13108,Marcellus,NY,Onondaga,34585U,"United Way of Central New York, Inc.",1.0,13108
13110,13110,884.0,75.0,307.0,0.3472850678733031,8600000US13110,Marietta,NY,Onondaga,34585U,"United Way of Central New York, Inc.",1.0,13110
13113,13113,99.0,27.0,32.0,0.3232323232323232,8600000US13113,Meridian,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",1.0,13113
13114,13114,2347.0,210.0,1021.0,0.4350234341712825,8600000US13114,Mexico,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",3.0,13114
13116,13116,1392.0,154.0,791.0,0.5682471264367817,8600000US13116,Minoa,NY,Onondaga,34585U,"United Way of Central New York, Inc.",1.0,13116
13118,13118,2165.0,136.0,1084.0,0.5006928406466513,8600000US13118,Moravia,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",5.0,13118
13122,13122,415.0,92.0,158.0,0.380722891566265,8600000US13122,New Woodstock,NY,Madison,34585U,"United Way of Central New York, Inc.",1.0,13122
13126,13126,13634.0,393.0,7446.0,0.5461346633416458,8600000US13126,Oswego,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",8.0,13126
13132,13132,1339.0,143.0,490.0,0.3659447348767737,8600000US13132,Pennellville,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",2.0,13132
13135,13135,2630.0,230.0,1336.0,0.5079847908745247,8600000US13135,Phoenix,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",3.0,13135
13140,13140,1800.0,108.0,1016.0,0.5644444444444444,8600000US13140,Port Byron,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",12.0,13140
13142,13142,2567.0,199.0,1397.0,0.5442150370081807,8600000US13142,Pulaski,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",2.0,13142
13143,13143,1043.0,122.0,568.0,0.5445829338446788,8600000US13143,Red Creek,NY,Wayne,34485F,"United Way of Greater Rochester, Inc.",3.0,13143
13148,13148,4545.0,194.0,2569.0,0.5652365236523652,8600000US13148,Seneca Falls,NY,Seneca,34550F,"United Way of Seneca County, Inc.",16.0,13148
13152,13152,3411.0,144.0,1104.0,0.3236587510993843,8600000US13152,Skaneateles,NY,Onondaga,34585U,"United Way of Central New York, Inc.",4.0,13152
13156,13156,749.0,87.0,397.0,0.5300400534045394,8600000US13156,Sterling,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",1.0,13156
13159,13159,2092.0,130.0,809.0,0.3867112810707457,8600000US13159,Tully,NY,Onondaga,34585U,"United Way of Central New York, Inc.",7.0,13159
13160,13160,724.0,79.0,315.0,0.4350828729281768,8600000US13160,Union Springs,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",3.0,13160
13164,13164,878.0,97.0,258.0,0.2938496583143508,8600000US13164,Warners,NY,Onondaga,34585U,"United Way of Central New York, Inc.",3.0,13164
13165,13165,4301.0,208.0,2312.0,0.5375494071146245,8600000US13165,Waterloo,NY,Seneca,34550F,"United Way of Seneca County, Inc.",14.0,13165
13166,13166,2285.0,124.0,966.0,0.4227571115973741,8600000US13166,Weedsport,NY,Cayuga,34045F,"United Way of Cayuga County, Inc.",3.0,13166
13167,13167,1241.0,140.0,633.0,0.5100725221595488,8600000US13167,West Monroe,NY,Oswego,34425F,"United Way of Greater Oswego County, Inc.",2.0,13167
13202,13202,2683.0,124.0,2125.0,0.7920238538948938,8600000US13202,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",7.0,13202
13203,13203,7109.0,285.0,5044.0,0.7095231396820931,8600000US13203,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",10.0,13203
13204,13204,7903.0,271.0,5613.0,0.710236619005441,8600000US13204,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",15.0,13204
13205,13205,6937.0,269.0,5206.0,0.7504685022343953,8600000US13205,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",18.0,13205
13206,13206,7793.0,303.0,4998.0,0.6413447966123444,8600000US13206,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",16.0,13206
13207,13207,5179.0,204.0,3014.0,0.581965630430585,8600000US13207,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",9.0,13207
13208,13208,8564.0,276.0,6118.0,0.7143858010275572,8600000US13208,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",8.0,13208
13209,13209,5452.0,289.0,3050.0,0.5594277329420396,8600000US13209,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",14.0,13209
13210,13210,7639.0,286.0,5438.0,0.7118732818431732,8600000US13210,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",10.0,13210
13211,13211,2374.0,134.0,1368.0,0.5762426284751474,8600000US13211,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",1.0,13211
13212,13212,8915.0,301.0,4463.0,0.500616937745373,8600000US13212,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",18.0,13212
13214,13214,2880.0,199.0,1120.0,0.3888888888888889,8600000US13214,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",1.0,13214
13215,13215,5432.0,212.0,1844.0,0.3394698085419735,8600000US13215,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",4.0,13215
13219,13219,6224.0,248.0,2873.0,0.4616002570694087,8600000US13219,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",3.0,13219
13224,13224,3547.0,246.0,1689.0,0.4761770510290386,8600000US13224,Syracuse,NY,Onondaga,34585U,"United Way of Central New York, Inc.",1.0,13224
13304,13304,697.0,110.0,285.0,0.4088952654232424,8600000US13304,Barneveld,NY,Oneida,34600U,United Way of the Valley & Greater Utica,2.0,13304
13308,13308,1231.0,193.0,597.0,0.4849715678310317,8600000US13308,Blossvale,NY,Oneida,34505U,"United Way of Rome & Western Oneida Co., Inc.",2.0,13308
13309,13309,2236.0,135.0,1147.0,0.5129695885509838,8600000US13309,Boonville,NY,Oneida,34600U,United Way of the Valley & Greater Utica,4.0,13309
13310,13310,238.0,89.0,150.0,0.6302521008403361,8600000US13310,Bouckville,NY,Madison,34600U,United Way of the Valley & Greater Utica,1.0,13310
13313,13313,156.0,38.0,92.0,0.5897435897435898,8600000US13313,Bridgewater,NY,Oneida,34600U,United Way of the Valley & Greater Utica,2.0,13313
13315,13315,544.0,58.0,263.0,0.4834558823529412,8600000US13315,Burlington Flats,NY,Otsego,34415F,"United Way of Delaware & Otsego Counties, Inc.",2.0,13315
13316,13316,2715.0,193.0,1553.0,0.5720073664825046,8600000US13316,Camden,NY,Oneida,34505U,"United Way of Rome & Western Oneida Co., Inc.",4.0,13316
13317,13317,1531.0,123.0,791.0,0.5166557805355977,8600000US13317,Canajoharie,NY,Montgomery,34035F,"United Way of Montgomery County, Inc.",1.0,13317
13318,13318,536.0,67.0,194.0,0.3619402985074627,8600000US13318,Cassville,NY,Oneida,34600U,United Way of the Valley & Greater Utica,1.0,13318
13320,13320,801.0,82.0,389.0,0.4856429463171036,8600000US13320,Cherry Valley,NY,Otsego,34415F,"United Way of Delaware & Otsego Counties, Inc.",3.0,13320
13321,13321,441.0,94.0,287.0,0.6507936507936508,8600000US13321,Clark Mills,NY,Oneida,34600U,United Way of the Valley & Greater Utica,1.0,13321
13322,13322,385.0,82.0,189.0,0.4909090909090909,8600000US13322,Clayville,NY,Herkimer,34600U,United Way of the Valley & Greater Utica,1.0,13322
13323,13323,4128.0,214.0,1716.0,0.4156976744186046,8600000US13323,Clinton,NY,Oneida,34600U,United Way of the Valley & Greater Utica,17.0,13323
13324,13324,898.0,80.0,497.0,0.5534521158129176,8600000US13324,Cold Brook,NY,Herkimer,34600U,United Way of the Valley & Greater Utica,2.0,13324
13325,13325,395.0,57.0,233.0,0.589873417721519,8600000US13325,Constableville,NY,Lewis,34610F,"United Way of Northern New York, Inc.",1.0,13325
13326,13326,2324.0,163.0,1183.0,0.5090361445783133,8600000US13326,Cooperstown,NY,Otsego,34415F,"United Way of Delaware & Otsego Counties, Inc.",7.0,13326
13327,13327,777.0,79.0,416.0,0.5353925353925354,8600000US13327,Croghan,NY,Lewis,34610F,"United Way of Northern New York, Inc.",6.0,13327
13328,13328,635.0,85.0,273.0,0.4299212598425196,8600000US13328,Deansboro,NY,Oneida,34600U,United Way of the Valley & Greater Utica,2.0,13328
13331,13331,66.0,36.0,25.0,0.3787878787878788,8600000US13331,Eagle Bay,NY,Herkimer,34600U,United Way of the Valley & Greater Utica,1.0,13331
13332,13332,1041.0,108.0,597.0,0.5734870317002881,8600000US13332,Earlville,NY,Chenango,34400F,"Chenango United Way, Inc.",3.0,13332
13334,13334,384.0,94.0,209.0,0.5442708333333334,8600000US13334,Eaton,NY,Madison,34600U,United Way of the Valley & Greater Utica,3.0,13334
13335,13335,499.0,66.0,275.0,0.5511022044088176,8600000US13335,Edmeston,NY,Otsego,34415F,"United Way of Delaware & Otsego Counties, Inc.",3.0,13335
13337,13337,327.0,99.0,167.0,0.5107033639143731,8600000US13337,Fly Creek,NY,Otsego,34415F,"United Way of Delaware & Otsego Counties, Inc.",1.0,13337
13339,13339,2215.0,131.0,1279.0,0.5774266365688487,8600000US13339,Fort Plain,NY,Montgomery,34035F,"United Way of Montgomery County, Inc.",2.0,13339
13340,13340,3121.0,198.0,1469.0,0.4706824735661647,8600000US13340,Frankfort,NY,Herkimer,34600U,United Way of the Valley & Greater Utica,8.0,13340
13343,13343,732.0,81.0,384.0,0.5245901639344263,8600000US13343,Glenfield,NY,Lewis,34600U,United Way of the Valley & Greater Utica,2.0,13343
13346,13346,1767.0,178.0,815.0,0.4612337294850028,8600000US13346,Hamilton,NY,Madison,34400F,"Chenango United Way, Inc.",2.0,13346
13348,13348,603.0,87.0,294.0,0.4875621890547263,8600000US13348,Hartwick,NY,Otsego,34415F,"United Way of Delaware & Otsego Counties, Inc.",4.0,13348
13350,13350,4152.0,232.0,2415.0,0.5816473988439307,8600000US13350,Herkimer,NY,Herkimer,34600U,United Way of the Valley & Greater Utica,12.0,13350
13354,13354,1455.0,175.0,521.0,0.3580756013745704,8600000US13354,Holland Patent,NY,Oneida,34600U,United Way of the Valley & Greater Utica,2.0,13354
13357,13357,4184.0,262.0,2272.0,0.5430210325047801,8600000US13357,Ilion,NY,Herkimer,34600U,United Way of the Valley & Greater Utica,13.0,13357
13363,13363,985.0,103.0,393.0,0.398984771573604,8600000US13363,Lee Center,NY,Oneida,34505U,"United Way of Rome & Western Oneida Co., Inc.",2.0,13363
13365,13365,3131.0,200.0,1696.0,0.5416799744490578,8600000US13365,Little Falls,NY,Herkimer,34600U,United Way of the Valley & Greater Utica,6.0,13365
13367,13367,3222.0,164.0,1700.0,0.5276225946617008,8600000US13367,Lowville,NY,Lewis,34610F,"United Way of Northern New York, Inc.",2.0,13367
13368,13368,447.0,66.0,292.0,0.6532438478747203,8600000US13368,Lyons Falls,NY,Lewis,34610F,"United Way of Northern New York, Inc.",1.0,13368
13403,13403,1783.0,219.0,598.0,0.3353897924845765,8600000US13403,Marcy,NY,Oneida,34600U,United Way of the Valley & Greater Utica,7.0,13403
13407,13407,2040.0,155.0,1183.0,0.5799019607843138,8600000US13407,Mohawk,NY,Herkimer,34600U,United Way of the Valley & Greater Utica,4.0,13407
13408,13408,972.0,172.0,530.0,0.5452674897119342,8600000US13408,Morrisville,NY,Madison,34600U,United Way of the Valley & Greater Utica,3.0,13408
13409,13409,865.0,95.0,485.0,0.5606936416184971,8600000US13409,Munnsville,NY,Madison,34410F,"United Way of Greater Oneida, Inc.",7.0,13409
13411,13411,1266.0,109.0,719.0,0.5679304897314376,8600000US13411,New Berlin,NY,Chenango,34400F,"Chenango United Way, Inc.",3.0,13411
13413,13413,6393.0,343.0,2710.0,0.4239011418739246,8600000US13413,New Hartford,NY,Oneida,34600U,United Way of the Valley & Greater Utica,17.0,13413
13417,13417,1667.0,163.0,1210.0,0.7258548290341932,8600000US13417,New York Mills,NY,Oneida,34600U,United Way of the Valley & Greater Utica,4.0,13417
13420,13420,439.0,113.0,233.0,0.530751708428246,8600000US13420,Old Forge,NY,Herkimer,34600U,United Way of the Valley & Greater Utica,4.0,13420
13421,13421,5404.0,297.0,2920.0,0.540340488527017,8600000US13421,Oneida,NY,Madison,34410F,"United Way of Greater Oneida, Inc.",7.0,13421
13424,13424,873.0,81.0,451.0,0.5166093928980527,8600000US13424,Oriskany,NY,Oneida,34600U,United Way of the Valley & Greater Utica,5.0,13424
