,ZIP,total,me_total,vita_eligible,vita_per_capita,id
179,01081,765,94,293,0.38300653594771245,8600000US01081
180,01082,4446,282,2303,0.5179937022042285,8600000US01082
181,01083,1050,227,465,0.44285714285714284,8600000US01083
182,01084,71,18,29,0.4084507042253521,8600000US01084
183,01085,15414,485,6014,0.39016478526015314,8600000US01085
184,01086,0,13,0,,8600000US01086
185,01088,307,140,210,0.6840390879478827,8600000US01088
186,01089,12402,518,6715,0.5414449282373811,8600000US01089
187,01092,499,219,243,0.48697394789579157,8600000US01092
188,01093,129,46,20,0.15503875968992248,8600000US01093
189,01094,184,84,128,0.6956521739130435,8600000US01094
190,01095,5296,340,1510,0.28512084592145015,8600000US01095
191,01096,1008,123,319,0.31646825396825395,8600000US01096
192,01097,32,17,16,0.5,8600000US01097
193,01098,573,73,194,0.33856893542757416,8600000US01098
194,01103,1385,153,1099,0.7935018050541516,8600000US01103
195,01104,9022,657,5958,0.6603857237863001,8600000US01104
196,01105,5135,390,4248,0.8272638753651412,8600000US01105
197,01106,5894,327,1322,0.22429589412962334,8600000US01106
198,01107,4043,385,2873,0.7106109324758842,8600000US01107
199,01108,10031,702,6440,0.6420097697138869,8600000US01108
200,01109,9220,650,6470,0.7017353579175705,8600000US01109
201,01118,5613,327,2362,0.4208088366292535,8600000US01118
202,01119,4967,367,3016,0.6072075699617475,8600000US01119
203,01128,1085,190,453,0.41751152073732717,8600000US01128
204,01129,2541,184,1233,0.4852420306965762,8600000US01129
205,01151,3589,334,2331,0.6494845360824743,8600000US01151
206,01199,0,13,0,,8600000US01199
207,01201,19745,527,10366,0.5249936692833629,8600000US01201
208,01220,3999,205,2407,0.6019004751187796,8600000US01220
209,01222,301,95,175,0.5813953488372093,8600000US01222
210,01223,1155,177,555,0.4805194805194805,8600000US01223
211,01224,73,40,38,0.5205479452054794,8600000US01224
212,01225,1534,165,577,0.37614080834419816,8600000US01225
213,01226,3127,232,1289,0.412216181643748,8600000US01226
214,01229,28,19,15,0.5357142857142857,8600000US01229
215,01230,3500,315,1604,0.4582857142857143,8600000US01230
216,01235,1037,99,454,0.437801350048216,8600000US01235
217,01236,562,124,251,0.44661921708185054,8600000US01236
218,01237,1078,133,460,0.4267161410018553,8600000US01237
219,01238,2329,220,863,0.3705452984113353,8600000US01238
220,01240,2105,182,997,0.47363420427553443,8600000US01240
221,01242,128,74,74,0.578125,8600000US01242
222,01243,133,40,66,0.49624060150375937,8600000US01243
223,01244,53,30,47,0.8867924528301887,8600000US01244
224,01245,382,84,106,0.2774869109947644,8600000US01245
225,01247,6521,345,3667,0.5623370648673517,8600000US01247
226,01253,408,66,125,0.30637254901960786,8600000US01253
227,01254,427,63,138,0.3231850117096019,8600000US01254
228,01255,316,48,125,0.39556962025316456,8600000US01255
229,01256,316,62,187,0.5917721518987342,8600000US01256
230,01257,944,179,452,0.4788135593220339,8600000US01257
231,01258,211,67,82,0.3886255924170616,8600000US01258
232,01259,287,59,117,0.4076655052264808,8600000US01259
233,01260,87,37,36,0.41379310344827586,8600000US01260
234,01262,450,86,272,0.6044444444444445,8600000US01262
235,01264,82,21,29,0.35365853658536583,8600000US01264
236,01266,550,75,168,0.3054545454545455,8600000US01266
237,01267,2411,203,757,0.3139776026545002,8600000US01267
238,01270,368,61,126,0.3423913043478261,8600000US01270
239,01301,8248,279,5011,0.6075412221144519,8600000US01301
240,01330,752,111,306,0.40691489361702127,8600000US01330
241,01331,5269,280,2562,0.4862402732966407,8600000US01331
242,01337,1030,111,430,0.4174757281553398,8600000US01337
243,01338,50,26,12,0.24,8600000US01338
244,01339,601,89,297,0.49417637271214643,8600000US01339
245,01340,740,87,369,0.49864864864864866,8600000US01340
246,01341,776,83,235,0.30283505154639173,8600000US01341
247,01342,408,109,117,0.2867647058823529,8600000US01342
248,01343,33,17,5,0.15151515151515152,8600000US01343
249,01344,550,58,267,0.48545454545454547,8600000US01344
250,01346,248,85,59,0.23790322580645162,8600000US01346
251,01347,76,46,42,0.5526315789473685,8600000US01347
252,01349,461,68,165,0.3579175704989154,8600000US01349
253,01350,48,21,30,0.625,8600000US01350
254,01351,1057,151,320,0.30274361400189215,8600000US01351
255,01354,591,67,263,0.4450084602368866,8600000US01354
256,01355,412,65,158,0.38349514563106796,8600000US01355
257,01360,1278,99,503,0.3935837245696401,8600000US01360
258,01364,3036,233,1633,0.5378787878787878,8600000US01364
259,01366,472,55,188,0.3983050847457627,8600000US01366
260,01367,205,30,87,0.424390243902439,8600000US01367
261,01368,539,69,175,0.3246753246753247,8600000US01368
262,01370,1754,117,864,0.4925883694412771,8600000US01370
263,01373,2186,246,778,0.3559011893870082,8600000US01373
264,01375,1606,134,877,0.5460772104607721,8600000US01375
265,01376,2285,234,1415,0.6192560175054704,8600000US01376
266,01378,315,45,135,0.42857142857142855,8600000US01378
267,01379,379,61,188,0.49604221635883905,8600000US01379
268,01420,15555,565,8250,0.5303760848601736,8600000US01420
269,01430,2103,140,411,0.19543509272467904,8600000US01430
270,01431,1261,63,304,0.24107850911974624,8600000US01431
271,01432,3424,201,969,0.2830023364485981,8600000US01432
272,01434,286,96,54,0.1888111888111888,8600000US01434
273,01436,1207,158,569,0.47141673570836784,8600000US01436
274,01438,211,120,22,0.10426540284360189,8600000US01438
275,01440,8535,351,4739,0.5552431165787932,8600000US01440
276,01450,3944,225,888,0.22515212981744423,8600000US01450
277,01451,1486,140,234,0.15746971736204576,8600000US01451
278,01452,1761,133,535,0.3038046564452016,8600000US01452
279,01453,17019,665,8168,0.47993419119807273,8600000US01453
280,01460,3501,151,826,0.23593259068837474,8600000US01460
281,01462,4342,223,1187,0.27337632427452785,8600000US01462
282,01463,4571,230,1254,0.27433821920805074,8600000US01463
283,01464,2578,157,846,0.3281613653995345,8600000US01464
284,01467,147,70,49,0.3333333333333333,8600000US01467
285,01468,1591,325,493,0.30986800754242616,8600000US01468
286,01469,2913,181,845,0.2900789564023344,8600000US01469
287,01473,3067,250,722,0.23540919465275514,8600000US01473
288,01474,658,111,195,0.29635258358662614,8600000US01474
289,01475,3942,202,1556,0.39472349061390155,8600000US01475
290,01501,6618,255,2387,0.3606829857963131,8600000US01501
291,01503,1291,117,374,0.28969790859798605,8600000US01503
292,01504,3767,243,1433,0.38040881337934696,8600000US01504
293,01505,1818,107,517,0.28437843784378436,8600000US01505
294,01506,1368,106,554,0.40497076023391815,8600000US01506
295,01507,4861,247,1358,0.27936638551738324,8600000US01507
296,01510,5864,376,2312,0.3942701227830832,8600000US01510
297,01515,843,109,335,0.3973902728351127,8600000US01515
298,01516,3174,250,832,0.26212980466288593,8600000US01516
299,01518,1376,154,573,0.4164244186046512,8600000US01518
300,01519,2605,228,640,0.2456813819577735,8600000US01519
301,01520,5893,247,1393,0.23638214831155607,8600000US01520
302,01521,1041,133,341,0.3275696445725264,8600000US01521
303,01522,1183,148,341,0.2882502113271344,8600000US01522
304,01523,2633,274,718,0.2726927459172047,8600000US01523
305,01524,2363,197,743,0.31443080829454084,8600000US01524
306,01525,123,74,75,0.6097560975609756,8600000US01525
307,01527,5147,289,1441,0.27996891393044493,8600000US01527
308,01529,1305,86,508,0.389272030651341,8600000US01529
309,01531,449,54,117,0.26057906458797325,8600000US01531
310,01532,5444,202,1068,0.1961792799412197,8600000US01532
311,01534,2347,277,696,0.29654878568385173,8600000US01534
312,01535,1874,108,656,0.35005336179295626,8600000US01535
313,01536,2759,265,885,0.3207683943457775,8600000US01536
314,01537,954,185,408,0.4276729559748428,8600000US01537
315,01540,4074,322,1494,0.36671575846833576,8600000US01540
316,01541,1267,92,253,0.19968429360694553,8600000US01541
317,01542,968,195,350,0.3615702479338843,8600000US01542
318,01543,2879,200,642,0.2229940951719347,8600000US01543
319,01545,13753,420,3331,0.24220170144695702,8600000US01545
320,01550,6760,291,3758,0.5559171597633136,8600000US01550
321,01560,1816,181,673,0.3705947136563877,8600000US01560
322,01561,31,51,0,0.0,8600000US01561
323,01562,5114,376,2319,0.4534610872115761,8600000US01562
324,01564,3143,255,828,0.2634425707922367,8600000US01564
325,01566,2350,220,623,0.2651063829787234,8600000US01566
326,01568,2753,244,787,0.28586996004358883,8600000US01568
327,01569,5360,286,1323,0.2468283582089552,8600000US01569
328,01570,6987,318,3495,0.5002146844139116,8600000US01570
329,01571,4103,258,1813,0.4418718011211309,8600000US01571
330,01581,6950,302,1882,0.2707913669064748,8600000US01581
331,01583,2614,340,845,0.3232593726090283,8600000US01583
332,01585,1923,222,937,0.4872594903796152,8600000US01585
333,01588,3945,322,1445,0.36628643852978454,8600000US01588
334,01590,3338,270,795,0.23816656680647094,8600000US01590
335,01602,9820,559,4299,0.43778004073319754,8600000US01602
336,01603,6919,484,4117,0.5950281832634774,8600000US01603
337,01604,15426,681,7866,0.5099183197199533,8600000US01604
338,01605,10702,679,6851,0.6401607176228742,8600000US01605
339,01606,8328,496,3462,0.41570605187319887,8600000US01606
340,01607,3751,323,2069,0.5515862436683551,8600000US01607
341,01608,1881,241,1477,0.7852206273258905,8600000US01608
342,01609,7816,561,4440,0.5680655066530195,8600000US01609
343,01610,7715,498,5561,0.7208036292935839,8600000US01610
344,01611,751,171,196,0.2609853528628495,8600000US01611
345,01612,1621,152,269,0.16594694632942628,8600000US01612
346,01701,13503,448,3135,0.23217062874916686,8600000US01701
347,01702,14926,572,6637,0.4446603242663808,8600000US01702
348,01718,209,96,6,0.028708133971291867,8600000US01718
349,01719,2259,187,688,0.3045595396193006,8600000US01719
350,01720,8527,347,2107,0.24709745514248857,8600000US01720
351,01721,7124,221,1474,0.2069062324536777,8600000US01721
352,01730,5286,243,1040,0.19674612183125237,8600000US01730
353,01731,531,100,178,0.3352165725047081,8600000US01731
354,01740,1777,97,225,0.12661789532920653,8600000US01740
355,01741,1775,188,387,0.2180281690140845,8600000US01741
356,01742,6464,292,1212,0.1875,8600000US01742
357,01745,246,74,37,0.15040650406504066,8600000US01745
358,01746,5452,218,1015,0.18617021276595744,8600000US01746
359,01747,2073,242,525,0.2532561505065123,8600000US01747
360,01748,6468,270,932,0.1440940012368584,8600000US01748
361,01749,7813,327,2450,0.3135799308844234,8600000US01749
362,01752,16044,590,6036,0.37621540762902017,8600000US01752
363,01754,4285,258,1235,0.2882147024504084,8600000US01754
364,01756,2059,125,284,0.13793103448275862,8600000US01756
365,01757,11064,428,3924,0.3546637744034707,8600000US01757
366,01760,14830,477,3734,0.25178691840863116,8600000US01760
367,01770,1478,95,204,0.13802435723951287,8600000US01770
368,01772,3289,173,655,0.19914867740954698,8600000US01772
369,01773,2055,186,510,0.24817518248175183,8600000US01773
370,01775,2569,214,413,0.16076294277929154,8600000US01775
371,01776,6301,205,770,0.12220282494842089,8600000US01776
372,01778,4761,156,565,0.11867254778407897,8600000US01778
373,01801,15901,441,4606,0.28966731652097355,8600000US01801
374,01803,10625,366,2758,0.2595764705882353,8600000US01803
375,01810,12926,362,2457,0.19008200526071484,8600000US01810
376,01821,11879,450,2741,0.23074332856301036,8600000US01821
377,01824,9595,416,2075,0.21625846795205836,8600000US01824
378,01826,11696,426,4103,0.35080369357045144,8600000US01826
379,01827,1155,55,158,0.1367965367965368,8600000US01827
380,01830,10167,469,4899,0.4818530539982296,8600000US01830
381,01832,9299,488,4114,0.4424131627056673,8600000US01832
382,01833,3322,219,742,0.22335942203491874,8600000US01833
383,01834,2460,174,565,0.22967479674796748,8600000US01834
384,01835,5146,293,1832,0.35600466381655654,8600000US01835
385,01840,2330,259,1861,0.7987124463519313,8600000US01840
386,01841,15384,639,9850,0.640275611024441,8600000US01841
387,01843,8838,607,4698,0.5315682281059063,8600000US01843
388,01844,17610,509,6489,0.3684838160136286,8600000US01844
389,01845,11226,423,2840,0.25298414395154106,8600000US01845
390,01850,5367,379,2908,0.5418297000186324,8600000US01850
391,01851,10812,479,4634,0.428597854236034,8600000US01851
392,01852,14020,542,6583,0.4695435092724679,8600000US01852
393,01854,10061,571,5377,0.5344399165092933,8600000US01854
394,01860,2800,181,959,0.3425,8600000US01860
395,01862,3737,417,917,0.2453839978592454,8600000US01862
396,01863,3676,281,957,0.2603373231773667,8600000US01863
397,01864,5824,187,1251,0.21480082417582416,8600000US01864
398,01867,9374,384,2305,0.24589289524215915,8600000US01867
399,01876,11808,452,3114,0.26371951219512196,8600000US01876
400,01879,4181,323,1078,0.2578330542932313,8600000US01879
401,01880,10479,292,2708,0.2584216051149919,8600000US01880
402,01886,8544,243,1522,0.1781367041198502,8600000US01886
403,01887,7882,332,1391,0.1764780512560264,8600000US01887
404,01890,8065,299,1471,0.182393056416615,8600000US01890
405,01901,1079,216,764,0.7080630213160334,8600000US01901
406,01902,17594,762,9438,0.5364328748436967,8600000US01902
407,01904,6215,394,2097,0.33740949316170554,8600000US01904
408,01905,8338,451,4055,0.4863276565123531,8600000US01905
409,01906,10207,417,3467,0.33966885470755365,8600000US01906
410,01907,6157,309,1892,0.307292512587299,8600000US01907
411,01908,1723,154,558,0.3238537434706907,8600000US01908
412,01913,7404,309,2675,0.36129119394921666,8600000US01913
413,01915,16568,591,6152,0.3713182037662965,8600000US01915
414,01921,2853,152,336,0.11777076761303891,8600000US01921
415,01922,1163,179,232,0.1994840928632846,8600000US01922
416,01923,10652,512,3327,0.31233571160345475,8600000US01923
417,01929,1371,139,438,0.31947483588621445,8600000US01929
418,01930,13410,464,5585,0.41648023862788963,8600000US01930
419,01937,0,13,0,,8600000US01937
420,01938,5653,278,1785,0.3157615425437821,8600000US01938
421,01940,4868,250,1141,0.23438783894823337,8600000US01940
422,01944,2128,216,431,0.2025375939849624,8600000US01944
423,01945,8126,268,1860,0.2288949052424317,8600000US01945
424,01949,3062,215,442,0.14435009797517961,8600000US01949
425,01950,7419,461,1982,0.26715190726513005,8600000US01950
426,01951,1477,324,234,0.15842924847664183,8600000US01951
427,01952,3914,258,1265,0.3231987736331119,8600000US01952
428,01960,21944,698,8271,0.37691396281443673,8600000US01960
429,01966,3402,179,1118,0.3286302175191064,8600000US01966
430,01969,2269,132,483,0.2128691053327457,8600000US01969
431,01970,19025,632,8533,0.44851511169513797,8600000US01970
432,01982,2720,162,833,0.30625,8600000US01982
433,01983,2159,120,442,0.2047244094488189,8600000US01983
434,01984,1361,121,343,0.2520205731080088,8600000US01984
435,01985,1720,106,299,0.17383720930232557,8600000US01985
436,02019,6548,448,1909,0.2915394013439218,8600000US02019
437,02021,9238,315,2461,0.2663996536046763,8600000US02021
438,02025,3231,234,886,0.2742185082017951,8600000US02025
439,02026,10491,371,3127,0.29806500810218284,8600000US02026
440,02030,2013,104,166,0.08246398410332836,8600000US02030
441,02032,1412,207,144,0.10198300283286119,8600000US02032
442,02035,7081,354,2092,0.29543849738737465,8600000US02035
443,02038,12414,365,3201,0.2578540357660706,8600000US02038
444,02043,9121,368,2444,0.2679530753206885,8600000US02043
445,02045,4473,273,1241,0.27744243237200983,8600000US02045
446,02047,72,58,16,0.2222222222222222,8600000US02047
447,02048,8925,386,2049,0.22957983193277312,8600000US02048
448,02050,9992,364,2982,0.29843875100080064,8600000US02050
449,02052,4362,176,713,0.1634571297569922,8600000US02052
450,02053,4712,184,981,0.2081918505942275,8600000US02053
451,02054,3110,195,699,0.2247588424437299,8600000US02054
452,02056,3116,212,446,0.14313222079589216,8600000US02056
453,02061,3519,163,582,0.16538789428815004,8600000US02061
454,02062,12157,442,3885,0.3195689726083738,8600000US02062
455,02066,7461,411,1676,0.22463476745744537,8600000US02066
456,02067,6436,271,1064,0.16532007458048478,8600000US02067
457,02071,250,95,16,0.064,8600000US02071
458,02072,11052,376,3654,0.3306188925081433,8600000US02072
459,02081,7068,404,1775,0.25113186191284664,8600000US02081
460,02090,5374,234,1041,0.19371045775958318,8600000US02090
461,02093,4290,186,822,0.1916083916083916,8600000US02093
462,02108,2046,266,295,0.1441837732160313,8600000US02108
463,02109,1892,211,372,0.19661733615221988,8600000US02109
464,02110,1325,229,350,0.2641509433962264,8600000US02110
465,02111,3626,378,1931,0.5325427468284611,8600000US02111
466,02113,4286,397,914,0.21325244983667754,8600000US02113
467,02114,7235,466,2039,0.28182446440912234,8600000US02114
468,02115,9276,693,5704,0.6149202242345839,8600000US02115
469,02116,12014,595,3752,0.31230231396703845,8600000US02116
470,02118,13672,658,6695,0.48968695143358687,8600000US02118
471,02119,11738,681,8285,0.7058272278071221,8600000US02119
472,02120,4973,401,2952,0.5936054695354916,8600000US02120
473,02121,10740,739,6809,0.6339851024208566,8600000US02121
474,02122,8656,587,3854,0.4452402957486137,8600000US02122
475,02124,19555,831,9427,0.4820761953464587,8600000US02124
476,02125,13063,506,6476,0.49575135879966314,8600000US02125
477,02126,9968,589,5259,0.5275882825040128,8600000US02126
478,02127,17109,649,5046,0.29493249167105035,8600000US02127
479,02128,17123,701,8169,0.4770776149039304,8600000US02128
480,02129,9390,437,2657,0.28296059637912674,8600000US02129
481,02130,17680,822,5050,0.2856334841628959,8600000US02130
482,02131,12625,495,4560,0.3611881188118812,8600000US02131
483,02132,11454,652,3122,0.27256853500960365,8600000US02132
484,02134,8308,418,3822,0.46003851709195953,8600000US02134
485,02135,19739,825,6907,0.3499164091392674,8600000US02135
486,02136,12242,686,4818,0.3935631432772423,8600000US02136
487,02138,14312,669,4206,0.29387926215762994,8600000US02138
488,02139,15224,533,4495,0.29525748817656333,8600000US02139
489,02140,9384,402,2681,0.2856990622335891,8600000US02140
490,02141,6846,340,2432,0.35524393806602395,8600000US02141
491,02142,1943,204,447,0.23005661348430262,8600000US02142
492,02143,11363,703,3011,0.2649828390389862,8600000US02143
493,02144,10939,575,2929,0.2677575646768443,8600000US02144
494,02145,11490,492,3828,0.3331592689295039,8600000US02145
495,02148,23367,744,9825,0.4204647579920401,8600000US02148
